Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides, Type, IFMAP Base Addr, Filter Base Addr, Ofmap Base Addr,
QKT,1024,64,64,1024,1,1,1,Gemm,-1,-1,-1,
QKTV,1024,1024,1024,64,1,1,1,Gemm,-2,-2,-1,
Linear1,1024,1600,1600,4800,1,1,1,Gemm,-2,-2,-1,
Linear2,1024,1600,1600,1600,1,1,1,Gemm,-2,-2,-1,
PW-FF-L1,1024,1600,1600,3072,1,1,1,Gemm,-2,-2,-1,
PW-FF-L2,1024,3072,3072,1600,1,1,1,Gemm,-2,-2,-1,
